Syllable,Tone,FullPinyin,Exists,Character(s),Meaning
jiang,3,jiang3,Yes,讲,to speak  / to explain  / to negotiate  / to emphasize  / to be particular about  / as far as sth is concerned  / speech  / lecture; prize; award; bonus; reward  / (bound form) to encourage; to commend; to praise  / to award; to give as a reward; surname Jiang  / Chiang Kai-shek 蔣介石｜蒋介石
jiang,4,jiang4,Yes,降,"to drop  / to fall  / to come down  / to descend; thick paste of fermented soybean  / marinated in soy paste  / paste  / jam; (bound form) a general  / (literary) to command; to lead  / (Chinese chess) general (on the black side, equivalent to a king in Western chess)"
jiao,1,jiao1,No,,
jiao,2,jiao2,Yes,嚼,to chew  / also pr. [jue2]; used in 矯情｜矫情
jiao,3,jiao3,Yes,角,"angle  / corner  / horn  / horn-shaped  / unit of money equal to 0.1 yuan, or 10 cents (a dime)  / CL: 個｜个; foot  / leg (of an animal or an object)  / base (of an object)  / CL: 雙｜双, 隻｜只 / classifier for kicks; to hand in; to hand over; to pay  / to capture (weapons); to seize"
jiao,4,jiao4,Yes,叫,to shout  / to call  / to order  / to ask  / to be called  / by (indicates agent in the passive mood); variant of 叫; (bound form) to compare  / (literary) to dispute  / compared to  / (before an adjective) relatively; comparatively; rather  / also pr. [jiao3]
jie,1,jie1,Yes,街,street  / CL: 條｜条; to receive  / to answer (the phone)  / to meet or welcome sb  / to connect  / to catch  / to join  / to extend  / to take one&#039;s turn on duty  / to take over for sb; to take the lid off  / to expose  / to unmask
jie,2,jie2,Yes,节,"joint; node  / (bound form) section; segment  / solar term (one of the 24 divisions of the year in the traditional Chinese calendar)  / seasonal festival  / (bound form) to economize; to save  / (bound form) moral integrity; chastity  / classifier for segments: lessons, train wagons, biblical verses etc  / knot (nautical miles per hour); knot  / sturdy  / bond  / to tie  / to bind  / to check out (of a hotel); to cut off (a length)  / to stop  / to intercept  / section  / chunk  / length"
jie,3,jie3,Yes,姐,older sister; to divide  / to break up  / to split  / to separate  / to dissolve  / to solve  / to melt  / to remove  / to untie  / to loosen  / to open  / to emancipate  / to explain  / to understand  / to know  / a solution  / a dissection; mother
jie,4,jie4,Yes,借,"to borrow  / (used in combination with 給｜给 or 出 etc) to lend  / to make use of; to avail oneself of  / (sometimes followed by 著｜着) by; with; variant of 借; to arrive at (place or time)  / period  / to become due  / classifier for events, meetings, elections, sporting fixtures, years (of graduation)"
jin,1,jin1,Yes,斤,"catty  / (PRC) weight equal to 500 g  / (Tw) weight equal to 600 g  / (HK, Malaysia, Singapore) slightly over 604 g; gold  / chemical element Au  / generic term for lustrous and ductile metals  / money  / golden  / highly respected  / one of the eight categories of ancient musical instruments 八音; muscle  / tendon  / veins visible under the skin  / sth resembling tendons or veins (e.g. fiber in a vegetable)"
jin,2,jin2,No,,
jin,3,jin3,Yes,仅,barely  / only  / merely; tight  / strict  / close at hand  / near  / urgent  / tense  / hard up  / short of money  / to tighten; to the greatest extent  / (when used before a noun of location) furthest or extreme  / to be within the limits of  / to give priority to
jin,4,jin4,Yes,进,to go forward  / to advance  / to go in  / to enter  / to put in  / to submit  / to take in  / to admit  / (math.) base of a number system  / classifier for sections in a building or residential compound; near  / close to  / approximately; to use up  / to exhaust  / to end  / to finish  / to the utmost  / exhausted  / finished  / to the limit (of sth)  / all  / entirely
jing,1,jing1,Yes,精,essence  / extract  / vitality  / energy  / semen  / sperm  / mythical goblin spirit  / highly perfected  / elite  / the pick of sth  / proficient (refined ability)  / extremely (fine)  / selected rice (archaic); classics  / sacred book  / scripture  / to pass through  / to undergo  / to bear  / to endure  / warp (textile)  / longitude  / menstruation  / channel (TCM)  / abbr. for economics 經濟｜经济; to startle  / to be frightened  / to be scared  / alarm
jing,2,jing2,No,,
jing,3,jing3,Yes,景,(bound form) scenery  / circumstance  / situation  / scene (of a play)  / (literary) sunlight; a well  / CL: 口 / neat  / orderly; to alert  / to warn  / police
jing,4,jing4,Yes,静,"still  / calm  / quiet  / not moving; clean  / completely  / only  / net (income, exports etc)  / (Chinese opera) painted face male role; variant of 淨｜净"
jiong,1,jiong1,No,,
jiong,2,jiong2,No,,
jiong,3,jiong3,Yes,冏,"velvetleaf (Abutilon avicennae), plant of the jute family  / bright; fire; bright  / clear"
jiong,4,jiong4,No,,
jiu,1,jiu1,No,,
jiu,2,jiu2,No,,
jiu,3,jiu3,Yes,九,"nine  / 9; wine (esp. rice wine)  / liquor  / spirits  / alcoholic beverage  / CL: 杯, 瓶, 罐, 桶, 缸; (of a period of time) long"
jiu,4,jiu4,Yes,就,(after a suppositional clause) in that case; then  / (after a clause of action) as soon as; immediately after  / (same as 就是) merely; nothing else but; simply; just; precisely; exactly  / only; as little as  / as much as; as many as  / to approach; to move towards  / to undertake; to engage in  / (often followed by 著｜着) taking advantage of  / (of food) to go with  / with regard to; concerning  / (pattern: 就 ... 也 ...) even if ... still ...  / (pattern: 不 ... 就 ...) if not ... then must be ...; old  / opposite: new 新  / former  / worn (with age); to save  / to assist  / to rescue
ju,1,ju1,Yes,车,war chariot (archaic)  / rook (in Chinese chess)  / rook (in chess); used in 拮据; surname Ju
ju,2,ju2,Yes,局,"narrow; office  / situation  / classifier for games: match, set, round etc; cramped; narrow"
ju,3,ju3,Yes,举,to lift  / to hold up  / to cite  / to enumerate  / to act  / to raise  / to choose  / to elect  / act  / move  / deed; variant of 舉｜举; Salix multinervis
ju,4,ju4,Yes,句,sentence  / clause  / phrase  / classifier for phrases or lines of verse; to assemble; to gather (transitive or intransitive)  / (chemistry) poly-; according to  / to act in accordance with  / to depend on  / to seize  / to occupy
juan,1,juan1,Yes,捐,to relinquish; to abandon  / to contribute; to donate  / (bound form) tax; levy; to confine  / to lock up  / to pen in; to deduct  / to show  / bright and clean  / glow-worm  / galleyworm  / millipede
juan,2,juan2,No,,
juan,3,juan3,No,,
juan,4,juan4,Yes,卷,"scroll  / book  / volume  / chapter  / examination paper  / classifier for books, paintings: volume, scroll; livestock enclosure; pen; fold; sty; tired; weary; fatigued"
jue,1,jue1,Yes,屩,(old) hemp sandals  / Taiwan pr. [jue2]; to pout  / (dialect) to scold; to break off  / to snap
jue,2,jue2,Yes,绝,to cut short  / extinct  / to disappear  / to vanish  / absolutely  / by no means; variant of 絕｜绝; surname Jue
jue,3,jue3,Yes,蹶,see 尥蹶子
jue,4,jue4,Yes,倔,gruff; surly
jun,1,jun1,Yes,钧,30 catties  / great  / your (honorific); equal  / even  / all  / uniform; (bound form) army  / military
jun,2,jun2,No,,
jun,3,jun3,No,,
jun,4,jun4,Yes,俊,old variant of 俊; smart  / eminent  / handsome  / talented; variant of 俊
ka,1,ka1,Yes,咖,coffee  / class  / grade; (onom.) sound of coughing or vomiting
ka,2,ka2,No,,
ka,3,ka3,Yes,卡,"to stop  / to block  / (computing) (coll.) slow  / (loanword) card  / CL: 張｜张, 片 / truck (from &quot;car&quot;)  / calorie (abbr. for 卡路里)  / cassette; ancient name for an ethnic group in China; carbylamine  / isocyanide"
ka,4,ka4,No,,
kai,1,kai1,Yes,开,"to open (transitive or intransitive)  / (of ships, vehicles, troops etc) to start  / to turn on; to put in operation; to operate; to run  / to boil  / to write out (a prescription, check, invoice etc)  / (directional complement) away; off  / carat (gold)  / abbr. for Kelvin, 開爾文｜开尔文  / abbr. for 開本｜开本, book format; to wipe; californium (chemistry)"
kai,2,kai2,No,,
kai,3,kai3,Yes,凯,surname Kai; (bound form) triumphal music  / (Tw) (coll.) generous with money; lavish in spending  / chi (Greek letter Χχ); dry terrain
kai,4,kai4,Yes,忾,anger; to cough; to burn  / to blaze
kan,1,kan1,No,,
kan,2,kan2,No,,
kan,3,kan3,Yes,砍,"to chop  / to cut down  / to throw sth at sb; pit  / threshold  / one of the Eight Trigrams 八卦, symbolizing water  / ☵; see 赤嵌樓｜赤嵌楼"
kan,4,kan4,Yes,看,to see; to look at  / to read  / to watch  / to visit; to call on  / to consider; to regard as  / to look after  / to treat (a patient or illness)  / to depend on  / to feel (that)  / (after a verb) to give it a try  / to watch out for; surname Kan; to glance  / to peep
kang,1,kang1,Yes,康,surname Kang; healthy  / peaceful  / abundant; used in 慷慨
kang,2,kang2,Yes,扛,"to carry on one&#039;s shoulder  / (fig.) to take on (a burden, duty etc)"
kang,3,kang3,No,,
kang,4,kang4,Yes,抗,to resist  / to fight  / to defy  / anti-; spouse  / big and tall  / strong  / robust  / upright and outspoken; kang (a heatable brick bed)  / to bake  / to dry by the heat of a fire
kao,1,kao1,Yes,尻,(literary) buttocks; rump; coccyx; sacrum
kao,2,kao2,No,,
kao,3,kao3,Yes,考,to check  / to verify  / to test  / to examine  / to take an exam  / to take an entrance exam for  / deceased father; to beat  / to hit  / variant of 考  / to inspect  / to test  / to take an exam; to roast; to grill; to broil; to bake; to toast (bread)  / to warm oneself by a fire
kao,4,kao4,No,,
ke,1,ke1,Yes,科,"branch of study  / administrative section  / division  / field  / branch  / stage directions  / family (taxonomy)  / rules  / laws  / to mete out (punishment)  / to levy (taxes etc)  / to fine sb  / CL: 個｜个; classifier for trees, cabbages, plants etc; classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc"
ke,2,ke2,Yes,咳,"cough; (coll.) shell (of an egg, nut, crab etc)  / case; casing; housing (of a machine or device); (used in bird names) throat"
ke,3,ke3,Yes,渴,thirsty; (prefix) can; may; able to; -able  / to approve; to permit  / to suit  / (particle used for emphasis) certainly; very  / but; however; used in 坎坷
ke,4,ke4,Yes,课,"subject  / course  / CL: 門｜门 / class  / lesson  / CL: 堂, 節｜节 / to levy  / tax  / form of divination; to be able to  / to subdue  / to restrain  / to overcome  / gram  / Tibetan unit of land area, about 6 ares; variant of 克  / to subdue  / to overthrow  / to restrain"
ken,1,ken1,No,,
ken,2,ken2,No,,
ken,3,ken3,Yes,肯,old variant of 肯; to agree; to consent  / to be willing to; to gnaw  / to nibble  / to bite
ken,4,ken4,Yes,裉,side seam in an upper garment; to push down  / to make things difficult  / to take by force; rumbling of rolling stones
keng,1,keng1,Yes,坑,pit; hollow; depression  / (mining) pit; shaft; tunnel  / (literary) to bury alive  / (coll.) to cheat; to scam; to screw over; variant of 坑; (onom.) clang  / jingling of metals  / to strike
keng,2,keng2,No,,
keng,3,keng3,No,,
keng,4,keng4,No,,
kong,1,kong1,Yes,空,empty  / air  / sky  / in vain; name of a mountain; simple-minded  / sincere
kong,2,kong2,No,,
kong,3,kong3,Yes,孔,surname Kong; hole  / CL: 個｜个 / classifier for cave dwellings; afraid  / frightened  / to fear
kong,4,kong4,Yes,空,to empty  / vacant  / unoccupied  / space  / leisure  / free time; to control  / to accuse  / to charge  / to sue  / to invert a container to empty it  / (suffix) (slang) buff  / enthusiast  / devotee  / -phile or -philia; (literary) bridle (of a horse)
kou,1,kou1,Yes,抠,to dig; to pick; to scratch (with a finger or sth pointed)  / to carve; to cut  / to study meticulously  / stingy; miserly  / to lift up (esp. the hem of a robe); to sink in (of eyes); nock at end of bow  / stretch
kou,2,kou2,No,,
kou,3,kou3,Yes,口,"mouth  / classifier for things with mouths (people, domestic animals, cannons, wells etc)  / classifier for bites or mouthfuls"
kou,4,kou4,Yes,扣,"to fasten  / to button  / button  / buckle  / knot  / to arrest  / to confiscate  / to deduct (money)  / discount  / to knock  / to smash, spike or dunk (a ball)  / to cover (with a bowl etc)  / (fig.) to tag a label on sb  / (Tw) (loanword) code; button; to knock  / to kowtow"
ku,1,ku1,Yes,哭,to cry; to weep; cave  / hole; cave  / hole
ku,2,ku2,No,,
ku,3,ku3,Yes,苦,bitter  / hardship  / pain  / to suffer  / to bring suffering to  / painstakingly; broken utensil
ku,4,ku4,Yes,库,"warehouse  / storehouse  / (file) library; ruthless  / strong (e.g. of wine)  / (loanword) cool  / hip; one of the five legendary emperors, also called 高辛氏"
kua,1,kua1,Yes,夸,used in transliteration; to boast; to exaggerate  / to praise; type of coarse silk  / bag used to wrap silk before washing
kua,2,kua2,No,,
kua,3,kua3,Yes,垮,to collapse (lit. or fig.); foreign accent
kua,4,kua4,Yes,跨,"to step across  / to stride over  / to straddle  / to span; to carry (esp. slung over the arm, shoulder or side); crotch  / groin  / hip"
kuai,1,kuai1,No,,
kuai,2,kuai2,No,,
kuai,3,kuai3,Yes,蒯,a rush  / scirpus cyperinus; (dialect) to scratch (an itch)  / to carry on the arm  / to scoop up  / Taiwan pr. [kuai1]
kuai,4,kuai4,Yes,快,"rapid  / quick  / speed  / rate  / soon  / almost  / to make haste  / clever  / sharp (of knives or wits)  / forthright  / plainspoken  / gratified  / pleased  / pleasant; lump; chunk; piece  / classifier for pieces of cloth, cake, soap etc  / (coll.) classifier for money and currency units; drain  / stream"
kuan,1,kuan1,Yes,宽,wide  / broad  / loose  / relaxed  / lenient; surname Kuan; pelvis  / pelvic
kuan,2,kuan2,No,,
kuan,3,kuan3,Yes,款,"section  / paragraph  / funds  / CL: 筆｜笔, 個｜个 / classifier for versions or models (of a product); (tree)  / stand for sacrifice; crack  / hollow  / cavity  / to excavate or hollow out  / (onom.) water hitting rock  / (old) variant of 款"
kuan,4,kuan4,No,,
kuang,1,kuang1,Yes,筐,basket  / CL: 隻｜只; surname Kuang; (literary) to rectify  / (literary) to assist  / (coll.) to calculate roughly; to estimate
kuang,2,kuang2,Yes,狂,mad  / wild  / violent; to deceive; to dupe  / falsehood; lie  / (dialect) to amuse; spinning wheel  / wheelbarrow
kuang,3,kuang3,Yes,夼,low ground  / hollow  / depression (used in Shandong place names); flame light
kuang,4,kuang4,Yes,矿,mineral deposit; ore deposit  / ore  / a mine; variant of 礦｜矿; frame (e.g. door frame)  / casing  / fig. framework  / template  / to circle (i.e. draw a circle around sth)  / to frame  / to restrict  / Taiwan pr. [kuang1]
